Country,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Weight_new,Freight_cost_new,Shipping_cost
Nigeria,From RDC,RDC,Air Charter,2012-02-08,2012-06-03,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,3.4657359027997265,10.236847809109337,11.94878359037258,2.020222182019865,0.7793248768009977,"Cipla, Kurkumbh, India",Yes,9.39024233725137,9.746365796763916,5.388112365664251,Normal Measurement,Normal Measurement,27.083261752800748
Libya,From RDC,RDC,Air,2012-06-29,2012-07-02,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,3.4657359027997265,7.943782692458625,9.647949933410914,2.0149030205422647,0.7793248768009977,"Aurobindo Unit III, India",Yes,5.4510384535657,7.297700575432264,3.165896900077314,Normal Measurement,Normal Measurement,20.111547408920494
Côte d'Ivoire,From RDC,RDC,Air,2012-07-16,2012-07-03,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine/Zidovudine,Generic,300/150/300mg,Tablet - FDC,4.127134385045092,7.518607216815252,10.918754463492887,3.4657359027997265,0.9162907318741551,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,4.374372415737022,See ASN/DN Tag,See ASN/DN Tag,24.608298760701516
Uganda,From RDC,RDC,Air,2012-05-07,2012-07-16,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.49132977145065,11.383295025154466,1.4906543764441333,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,4.829513017877783,See ASN/DN Tag,See ASN/DN Tag,25.527979924503857
Nigeria,From RDC,RDC,Air Charter,2012-09-07,2012-07-09,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,6.598509028614515,7.442820729919822,1.4655675420143985,0.712949807856125,"Strides, Bangalore, India.",Yes,4.07753744390572,9.96876626841197,1.4793292270870801,Normal Measurement,Normal Measurement,18.890916225418874
Zimbabwe,From RDC,RDC,Truck,2012-08-14,2012-07-23,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,9.765603845172741,11.10314837361015,1.75958057086382,0.7561219797213337,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,4.714203947012214,See ASN/DN Tag,See ASN/DN Tag,25.132524202093975
Uganda,From RDC,RDC,Truck,2012-05-09,2012-07-26,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,6.728628613084702,7.524820232136023,1.4398351280479207,0.712949807856125,Macleods Daman Plant INDIA,No,8.139277481362894,9.315171881471608,1.5260563034950492,See ASN/DN Tag,See ASN/DN Tag,18.366048417102682
Uganda,From RDC,RDC,Air,2012-08-17,2012-08-07,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,10.187763831853076,12.239254585013764,2.280339484046726,0.7561219797213337,"Cipla, Goa, India",Yes,7.771067086065406,9.902618174736741,5.6762742352396,Normal Measurement,Normal Measurement,27.818146994990105
Zambia,From RDC,RDC,Truck,2012-07-31,2012-08-01,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,4.127134385045092,10.220267155811605,12.782067616421177,2.7053799725463312,0.7975071958841882,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,6.216206819785889,See ASN/DN Tag,See ASN/DN Tag,28.313446317678675
Côte d'Ivoire,From RDC,RDC,Truck,2012-07-31,2012-07-31,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,5.488937726156687,6.413458957167357,8.936166649549195,2.6741486494265287,0.7178397931503168,"Aurobindo Unit III, India",Yes,5.41610040220442,7.879840161178488,2.5384474167160302,Normal Measurement,Normal Measurement,19.35445422744371
Tanzania,From RDC,RDC,Truck,2012-04-09,2012-08-22,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,4.127134385045092,10.55448373083613,11.569681153282692,1.5602476682433286,0.7178397931503168,Mylan (formerly Matrix) Nashik,Yes,7.315883504509785,8.839656328658625,5.01316542394988,Normal Measurement,Normal Measurement,25.4225029058912
Nigeria,From RDC,RDC,Air Charter,2012-02-08,2012-07-24,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,10.154790869644193,12.198537527700521,2.2741856184723477,0.7561219797213337,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,5.635824781472974,See ASN/DN Tag,See ASN/DN Tag,27.149534190645102
Côte d'Ivoire,From RDC,RDC,Truck,2012-08-15,2012-08-15,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,200mg,Delayed-release capsules,3.4657359027997265,7.835974581721566,10.23315094722801,2.5649493574615367,0.8628899551470398,"Aurobindo Unit III, India",Yes,6.60934924316738,8.467271587410089,3.7133281345162463,Normal Measurement,Normal Measurement,22.413750669154346
Rwanda,From RDC,RDC,Air,2012-10-31,2012-08-06,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,4.804021044733257,8.928375259853631,12.31859243233841,3.455685566946225,0.8109302162163288,Mylan (formerly Matrix) Nashik,Yes,7.60339933974067,10.38602542393433,5.75507743570903,Normal Measurement,Normal Measurement,28.45969529198177
Nigeria,From RDC,RDC,Air Charter,2012-02-08,2012-07-24,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,9.405742668308667,10.325926453958514,1.506297153514587,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,3.8017616111706087,See ASN/DN Tag,See ASN/DN Tag,23.44285994660073
Zimbabwe,From RDC,RDC,Truck,2012-11-12,2012-09-04,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,9.302463660851988,10.186124168049805,1.4861396960896067,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,3.8238473145244205,See ASN/DN Tag,See ASN/DN Tag,23.325143364045836
Zimbabwe,From RDC,RDC,Truck,2012-11-12,2012-09-04,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,9.765603845172741,11.10314837361015,1.75958057086382,0.7561219797213337,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",No,8.139277481362894,9.315171881471608,4.714203947012214,See ASN/DN Tag,See ASN/DN Tag,25.132524202093975
Guyana,From RDC,RDC,Air,2012-02-10,2012-08-29,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,5.488937726156687,5.908082938168931,6.647169432192057,1.410986973710262,0.6981347220709843,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.1249295969854831,See ASN/DN Tag,See ASN/DN Tag,17.087270910649146
Guyana,From RDC,RDC,Air,2012-02-10,2012-08-29,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,4.127134385045092,7.4109518755836366,9.320943918892823,2.1701959049483,0.7466879474879751,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.8713021951758138,See ASN/DN Tag,See ASN/DN Tag,21.507417995540244
Guyana,From RDC,RDC,Air,2012-02-10,2012-08-29,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,5.488937726156687,5.66988092298052,6.334344780024526,1.3737155789130306,0.6981347220709843,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.0260415958332743,See ASN/DN Tag,See ASN/DN Tag,16.675558257329406
"Congo, DRC",From RDC,RDC,Air,2013-02-14,2013-02-14,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,4.127134385045092,5.703782474656201,8.259478899051832,2.7053799725463312,0.7975071958841882,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,2.0028304393079956,See ASN/DN Tag,See ASN/DN Tag,19.577481219831437
"Congo, DRC",From RDC,RDC,Air,2013-02-14,2013-02-14,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,6.267200548541362,7.602026827203792,1.75958057086382,0.7561219797213337,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,1.5686159179138452,See ASN/DN Tag,See ASN/DN Tag,18.485814626589246
Zambia,From RDC,RDC,Truck,2012-09-25,2012-09-07,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,9.748353055586138,11.111803511696118,1.776645831418007,0.7561219797213337,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",No,8.139277481362894,9.315171881471608,4.562993107088905,See ASN/DN Tag,See ASN/DN Tag,24.98996850025663
Côte d'Ivoire,From RDC,RDC,Truck,2012-11-13,2012-09-05,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,4.5217885770490405,8.132118772955806,10.243026510528125,2.3282528397426234,0.7371640659767196,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,3.72255598047332,See ASN/DN Tag,See ASN/DN Tag,23.28075437247305
Uganda,From RDC,RDC,Truck,2012-12-10,2012-09-25,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.033857703697983,10.917573737000556,1.4861396960896067,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,7.160069207596127,8.743110492327839,4.373238128640803,Normal Measurement,Normal Measurement,24.0339223579692
Uganda,From RDC,RDC,Truck,2012-10-15,2012-10-12,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.182406339317753,11.066129482884618,1.4861396960896067,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,7.313886831633462,9.29816533458193,4.51830425296643,Normal Measurement,Normal Measurement,24.882599070432978
Rwanda,From RDC,RDC,Air,2012-09-28,2012-10-10,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.827786135811811,12.191293976992364,1.776645831418007,0.7561219797213337,"Strides, Bangalore, India.",Yes,8.036573409707312,9.717513332884057,5.6286278010554405,Normal Measurement,Normal Measurement,27.537435110931863
South Sudan,From RDC,RDC,Air,2012-10-18,2012-10-03,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,5.71042701737487,6.590301048196686,1.4861396960896067,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,1.1052568313867783,See ASN/DN Tag,See ASN/DN Tag,17.01072976105507
Rwanda,From RDC,RDC,Air,2012-10-19,2012-10-18,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,3.4657359027997265,9.349580439067687,11.061432334464362,2.020222182019865,0.7793248768009977,"Cipla, Kurkumbh, India",No,8.139277481362894,9.315171881471608,4.513712575499256,See ASN/DN Tag,See ASN/DN Tag,24.890316791435225
Mozambique,From RDC,RDC,Truck,2012-10-30,2012-10-10,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,9.77121251322631,12.05451227462086,2.468946630209271,0.7701082216960737,Mylan (formerly Matrix) Nashik,Yes,9.145481799627687,8.257888641245206,5.492896820737493,Normal Measurement,Normal Measurement,25.805297736603556
Mozambique,From RDC,RDC,Truck,2012-10-31,2012-10-10,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,9.058121158998672,9.855500365893935,1.4398351280479207,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,3.3575937441800234,See ASN/DN Tag,See ASN/DN Tag,22.528265991545567
Zimbabwe,From RDC,RDC,Truck,2012-05-10,2012-10-05,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,11.152514981153509,12.036265693383744,1.4861396960896067,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,8.301521654940728,9.077264875415256,5.474830419933934,Normal Measurement,Normal Measurement,26.588360988732934
Côte d'Ivoire,From RDC,RDC,Truck,2012-10-30,2012-10-24,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.937205701286247,12.229163585884201,1.7298840655099676,0.7514160886839212,"Aurobindo Unit III, India",Yes,8.739376281635323,9.748701003920488,5.666253662763787,Normal Measurement,Normal Measurement,27.644118252568475
Côte d'Ivoire,From RDC,RDC,Truck,2012-10-30,2012-10-24,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.073525642163233,11.365448135393718,1.7298840655099676,0.7514160886839212,"Strides, Bangalore, India.",No,8.139277481362894,9.315171881471608,4.811940423184356,See ASN/DN Tag,See ASN/DN Tag,25.492560440049683
Zambia,From RDC,RDC,Truck,2012-10-31,2012-10-19,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.819818283610305,11.711792717023645,1.4906543764441333,0.712949807856125,Mylan (formerly Matrix) Nashik,Yes,8.931816237309167,9.723143638916156,5.153522781644804,Normal Measurement,Normal Measurement,26.588459137584604
Nigeria,From RDC,RDC,Air,2012-06-11,2012-11-06,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,9.358674166481876,11.402338425914133,2.2741856184723477,0.7561219797213337,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,4.848273215041905,See ASN/DN Tag,See ASN/DN Tag,25.565783522427644
Nigeria,From RDC,RDC,Air,2012-07-11,2012-11-07,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,4.804021044733257,10.85636090547197,14.140987351364023,3.3568971227655755,0.7975071958841882,"Aurobindo Unit III, India",Yes,9.59212735272977,9.646081824183899,7.572158275409091,Normal Measurement,Normal Measurement,31.35922745095701
Côte d'Ivoire,From RDC,RDC,Truck,2012-11-30,2012-11-05,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,4.127134385045092,9.623905916118215,10.639052254086742,1.5602476682433286,0.7178397931503168,Mylan (formerly Matrix) Nashik,Yes,6.8679744089702925,8.395457102731045,4.10280864063423,Normal Measurement,Normal Measurement,23.137317997452016
Zambia,From RDC,RDC,Truck,2012-12-17,2012-12-17,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,6.777646593635117,7.546530747474744,1.425515074273172,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,3.828641396489095,8.282235122732407,1.536867219599265,Normal Measurement,Normal Measurement,17.365633089806416
Nigeria,From RDC,RDC,Air,2012-04-12,2012-12-04,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Tablet,4.5217885770490405,8.803273982501045,10.790888978006377,2.2300144001592104,0.7323678937132266,"Strides, Bangalore, India.",Yes,6.1463292576688975,10.841383208162668,4.249922794040544,Normal Measurement,Normal Measurement,25.88219498020959
Zimbabwe,From RDC,RDC,Truck,2012-12-13,2012-12-13,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,9.739379125161532,11.783090913228563,2.2741856184723477,0.7561219797213337,Hetero Unit III Hyderabad IN,Yes,7.290292882446597,8.98753676287507,5.224024761966182,Normal Measurement,Normal Measurement,25.994652438069814
Uganda,From RDC,RDC,Air,2013-02-02,2013-02-02,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,7.665284718471351,8.434889262441041,1.425515074273172,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,4.77912349311153,7.604635483131189,2.134166441369082,Normal Measurement,Normal Measurement,18.173691186941312
Tanzania,From RDC,RDC,Truck,2013-04-03,2013-03-04,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,4.804021044733257,6.3561076606958915,9.637423452108814,3.3568971227655755,0.7975071958841882,"Aurobindo Unit III, India",Yes,8.468002947225466,8.70502454138379,3.1565747986708215,Normal Measurement,Normal Measurement,21.499022792163426
Mozambique,From RDC,RDC,Truck,2013-11-01,2013-01-11,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,11.34895842864817,13.612781579022599,2.4527277514237653,0.7701082216960737,"Cipla, Goa, India",Yes,9.799958691707271,8.913956548870463,7.044669692732212,Normal Measurement,Normal Measurement,29.571407820625275
"Congo, DRC",From RDC,RDC,Air,2013-11-09,2013-09-11,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,4.127134385045092,5.056245805348308,7.60628793181842,2.7053799725463312,0.7975071958841882,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,1.4996230464268938,See ASN/DN Tag,See ASN/DN Tag,18.421082859716922
"Congo, DRC",From RDC,RDC,Air,2013-11-09,2013-09-11,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,5.488937726156687,8.854379458771108,9.52206972688641,1.3737155789130306,0.6981347220709843,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.9386326815134183,See ASN/DN Tag,See ASN/DN Tag,21.77587428987144
"Congo, DRC",From RDC,RDC,Air,2013-11-09,2013-09-11,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,5.147494476813453,5.978125982668802,1.4609379041156565,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.9122827104766164,See ASN/DN Tag,See ASN/DN Tag,16.205580574617027
Zimbabwe,From RDC,RDC,Truck,2013-11-02,2013-02-11,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,11.78667847691097,12.670437091930266,1.4861396960896067,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,6.105038737990311,See ASN/DN Tag,See ASN/DN Tag,28.090647711392187
Nigeria,From RDC,RDC,Air Charter,2013-11-02,2013-02-11,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,10.034164876177744,12.017845484934929,2.2267833795777636,0.7514160886839212,Hetero Unit III Hyderabad IN,Yes,10.010591547450328,10.301676251673516,5.456559664278548,Normal Measurement,Normal Measurement,27.77608140088699
Mozambique,From RDC,RDC,Truck,2013-01-04,2013-03-22,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,7.286191714702382,7.973644631479183,1.3837912309017721,0.7080357930536959,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,1.7209792871670078,See ASN/DN Tag,See ASN/DN Tag,19.0097958001178
"Congo, DRC",From RDC,RDC,Air,2013-03-18,2013-08-08,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,7.168579897264035,9.15100641689099,2.2267833795777636,0.7514160886839212,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,2.613739521630969,See ASN/DN Tag,See ASN/DN Tag,21.079917819993568
Uganda,From RDC,RDC,Air,2013-03-29,2013-03-01,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,3.4657359027997265,9.596010852756168,12.089917633923175,2.6468837658647226,0.8754687373538999,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,5.4038928590966755,See ASN/DN Tag,See ASN/DN Tag,26.80898237449146
Zimbabwe,From RDC,RDC,Truck,2013-03-29,2013-03-23,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,3.4657359027997265,6.699500340161678,9.333407201552824,2.7700855920216627,0.9042181506398858,Mylan (formerly Matrix) Nashik,Yes,3.9889840465642745,7.379008127628304,2.8820035082256483,Normal Measurement,Normal Measurement,19.594418837406774
Haiti,From RDC,RDC,Air,2013-04-30,2013-03-15,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,4.127134385045092,8.014996894348302,8.82999315186964,1.449269160281279,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,2.34660197841082,See ASN/DN Tag,See ASN/DN Tag,20.49176701175207
Haiti,From RDC,RDC,Air,2013-09-04,2013-03-14,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Tablet,4.5217885770490405,7.601901959875166,9.58891378461603,2.2300144001592104,0.7323678937132266,"Strides, Bangalore, India.",No,8.139277481362894,9.315171881471608,2.9987277825337895,See ASN/DN Tag,See ASN/DN Tag,21.90281344862143
Haiti,From RDC,RDC,Air,2013-09-04,2013-03-14,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Powder for oral solution,5.308267697401205,5.805134968916488,6.02707297457535,1.1786549963416462,0.6981347220709843,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,0.9202827531436925,See ASN/DN Tag,See ASN/DN Tag,16.26252760919065
Haiti,From RDC,RDC,Air,2013-09-04,2013-03-14,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,10.882227123682771,12.865951005232551,2.2267833795777636,0.7514160886839212,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,6.175056130410077,See ASN/DN Tag,See ASN/DN Tag,28.356179017114236
Uganda,From RDC,RDC,Air,2013-09-03,2013-03-07,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,8.971702399703325,9.786925645998007,1.449269160281279,0.712949807856125,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,3.1788868166518376,See ASN/DN Tag,See ASN/DN Tag,22.280984344121453
Zimbabwe,From RDC,RDC,Truck,2013-04-15,2013-03-23,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,10.309019325088835,11.124346972018488,1.449269160281279,0.712949807856125,"Strides, Bangalore, India.",No,8.139277481362894,9.315171881471608,4.57532934397707,See ASN/DN Tag,See ASN/DN Tag,25.014848197467167
Guyana,From RDC,RDC,Truck,2013-04-18,2013-03-15,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,4.127134385045092,6.274762021241939,6.96102112660673,1.3837912309017721,0.7080357930536959,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,1.1939224684724346,See ASN/DN Tag,See ASN/DN Tag,17.47011547655077
Guyana,From RDC,RDC,Air,2013-04-18,2013-03-15,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,4.127134385045092,6.192362489474872,8.172585148695642,2.2267833795777636,0.7514160886839212,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.8531680973566984,See ASN/DN Tag,See ASN/DN Tag,19.34092512752395
Uganda,From RDC,RDC,Truck,2013-06-28,2013-03-20,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,4.127134385045092,7.6624678152002375,8.477308257717322,1.449269160281279,0.712949807856125,Mylan (formerly Matrix) Nashik,No,8.139277481362894,9.315171881471608,2.0719132752590443,See ASN/DN Tag,See ASN/DN Tag,19.864393414447974
Guyana,From RDC,RDC,Air,2013-03-25,2013-03-28,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,8.156797046675651,8.971842037027338,1.449269160281279,0.712949807856125,Hetero Unit III Hyderabad IN,Yes,5.375278407684165,8.028797459616408,2.4630018143999504,Normal Measurement,Normal Measurement,19.463641311043695
Zimbabwe,From RDC,RDC,Truck,2013-03-30,2013-04-08,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,11.201947470767836,13.351357270050045,2.3589654264301534,0.7608058290337602,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,6.783766779197971,See ASN/DN Tag,See ASN/DN Tag,29.450295930719623
Côte d'Ivoire,From RDC,RDC,Truck,2013-03-28,2013-03-30,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,10.819818283610305,12.969216859903948,2.3589654264301534,0.7608058290337602,"Strides, Bangalore, India.",No,8.139277481362894,9.315171881471608,6.402679758307828,See ASN/DN Tag,See ASN/DN Tag,28.687068499683384
Guyana,From RDC,RDC,Air,2013-04-18,2013-04-19,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,5.488937726156687,5.988961416889864,6.7282696970073905,1.410986973710262,0.6981347220709843,"Aurobindo Unit III, India",No,8.139277481362894,9.315171881471608,1.1085626195212779,See ASN/DN Tag,See ASN/DN Tag,17.152004198000277
Tanzania,From RDC,RDC,Truck,2013-05-31,2013-04-22,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,3.4657359027997265,10.35818717052199,12.16149276566176,2.0881534822818573,0.7884573603642703,Mylan (formerly Matrix) Nashik,Yes,7.877397186353287,8.102571287522656,5.474830419933934,Normal Measurement,Normal Measurement,25.73889447311835
Uganda,From RDC,RDC,Truck,2013-04-16,2013-04-25,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,5.488937726156687,10.497670384943484,11.165472864193637,1.3737155789130306,0.6981347220709843,"Aurobindo Unit III, India",Yes,9.49642116306099,9.409624743298568,4.493008819099761,Normal Measurement,Normal Measurement,25.068106426591964
Dominican Republic,From RDC,RDC,Air,2013-04-24,2013-05-21,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,3.4657359027997265,9.018210874191142,10.565582566340604,1.9021075263969205,0.7701082216960737,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,3.911222685257377,See ASN/DN Tag,See ASN/DN Tag,23.79197713306959
Burundi,From RDC,RDC,Air,2013-05-31,2013-05-23,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,4.127134385045092,6.113682179832232,6.926577033222725,1.449269160281279,0.712949807856125,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,1.1817271953786161,See ASN/DN Tag,See ASN/DN Tag,17.42347611007295
Uganda,From RDC,RDC,Truck,2013-07-06,2013-06-07,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,3.4657359027997265,10.123185173446037,11.326101306662824,1.673351238177753,0.7466879474879751,"Strides, Bangalore, India.",No,8.139277481362894,9.315171881471608,4.650334737942465,See ASN/DN Tag,See ASN/DN Tag,25.2916079260769
Uganda,From RDC,RDC,Truck,2013-07-06,2013-06-07,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,4.127134385045092,11.138057454839442,13.287465663162028,2.3589654264301534,0.7608058290337602,Hetero Unit III Hyderabad IN,No,8.139277481362894,9.315171881471608,6.595138231239185,See ASN/DN Tag,See ASN/DN Tag,29.19777577587282
